"nr";"GEMMA-naam";"GGM-naam";"GEMMA-guid";"GGM-guid";"GEMMA-type";"GGM-uml-type";"GEMMA-definitie";"GGM-definitie";"GEMMA-toelichting";"GGM-toelichting";"GEMMA-source-guid";"GGM-source-guid";"GEMMA-target-guid";"GGM-target-guid";"Datum-tijd-export"
"1221";"objectidentificatie";"objectidentificatie";"";"EAID_1F9E8A7E_8156_4e0a_8DAB_3C10605BFB19";"association-relationship";"association";"";"";"";"";"";"EAID_5DB3AE05_D225_403e_B376_F163CD463ECF";"bcdc30f3-c919-4d3a-b768-b62da7bc755e";"EAID_11595AD8_CE67_40dd_BDA9_489DC7D244ED";"09072026-00:43:48"
"1222";"objectidentificatie";"objectidentificatie";"";"EAID_5B3FA5AC_04C1_48ed_8BAD_5C13734EDF0F";"association-relationship";"association";"";"";"";"";"";"EAID_5DB3AE05_D225_403e_B376_F163CD463ECF";"f152bdf8-bd60-4c88-b739-e3091afdbf7a";"EAID_32A22BC6_89EC_44af_8D7D_79B12311AE2D";"09072026-00:43:48"
"1223";"objectidentificatie";"objectidentificatie";"";"EAID_65C3179E_8A33_40ce_8D45_A54A7607B4F3";"association-relationship";"association";"";"";"";"";"";"EAID_5DB3AE05_D225_403e_B376_F163CD463ECF";"";"EAID_785E3B69_19DA_4952_84A8_592965B9229A";"09072026-00:43:48"
"1224";"objectidentificatie";"objectidentificatie";"";"EAID_7189D7CE_B76E_48ce_966C_9AB15B106A5F";"association-relationship";"association";"";"";"";"";"";"EAID_5DB3AE05_D225_403e_B376_F163CD463ECF";"d2f8867b-fce6-4932-8b1a-ec8b9392f0d5";"EAID_BFE30E32_8CB9_4272_A559_9FB3FD74DACC";"09072026-00:43:48"
"1225";"objectidentificatie";"objectidentificatie";"";"EAID_BD54EBE9_8A70_4273_BD74_56753E7757A4";"association-relationship";"association";"";"";"";"";"";"EAID_5DB3AE05_D225_403e_B376_F163CD463ECF";"";"EAID_461EFCF0_E65E_4c7c_B44D_8F36C36FDCE4";"09072026-00:43:48"
"1226";"objectidentificatie";"objectidentificatie";"";"EAID_DF16BEEE_FECB_48d9_B4D1_1F9E4CB9B23C";"association-relationship";"association";"";"";"";"";"";"EAID_5DB3AE05_D225_403e_B376_F163CD463ECF";"bedf86fb-8710-49fc-addb-e48a11b551ed";"EAID_24BDA4BA_CFCC_4e3f_8305_671F4ED7C502";"09072026-00:43:48"
"1227";"oefent uit";"oefent uit";"68de1faa-e93f-4235-aa92-401168227a04";"EAID_066348C0_B9D0_49ba_A200_75D0213B2FB4";"association-relationship";"association";"<font color=""#610e6a"">De ROLlen die BETROKKENE heeft in de zaken waarin BETROKKENE een ROL speelt.</font>";"<font color=""#610e6a"">De ROLlen die BETROKKENE heeft in de zaken waarin BETROKKENE een ROL speelt.</font>";"";"";"62c91622-cc32-4560-8427-d00101f4847e";"EAID_16FB8171_A9ED_4027_A663_C035509501C8";"7d5124d4-f23d-432d-ad5a-dc7c1b0fac44";"EAID_649EFD86_ED52_4293_8577_DBE5445845BF";"09072026-00:43:48"
"1228";"omvat";"omvat";"";"EAID_D5C41A3E_F7C6_47ce_89E8_55CD70D5B20B";"association-relationship";"association";"";"";"";"";"";"EAID_85E3996B_578D_4313_B078_2773F98412D9";"";"EAID_0303A7A4_EF51_4262_AEE0_642FA5064807";"09072026-00:43:48"
"1229";"omvat";"omvat";"";"EAID_17B63209_082A_486f_8C97_693197D5283D";"association-relationship";"association";"";"";"";"";"";"EAID_CD06432A_B69D_4ab2_A5B0_C4C3092835A0";"";"EAID_FAB83AD1_DC8C_4f78_B54F_33466EB9B139";"09072026-00:43:48"
"1230";"omvat";"omvat";"";"EAID_15EBE58A_B543_4c88_9A5E_D4A42C45195A";"association-relationship";"association";"";"";"";"";"";"EAID_4C0C5DDB_E5BA_42a0_BA5B_65E2D433B16C";"";"EAID_20437683_6777_4c7b_B44B_1E3A216239AA";"09072026-00:43:48"
"1231";"omvat";"omvat";"";"EAID_98544267_83F6_43ed_A9B5_5775C5462D91";"association-relationship";"association";"";"<font color=""#610e6a"">De ENKELVOUDIGe DOCUMENTen die deel uit maken van het SAMENGESTELD DOCUMENT.</font>";"";"";"";"EAID_47DA1FC8_F181_41bc_B16A_CE80D2CA13B1";"";"EAID_547FD48D_F885_4816_BCFA_4048995C8D83";"09072026-00:43:48"
"1232";"onder verantwoordelijkheid van";"onder verantwoordelijkheid van";"";"EAID_15A8C8EF_84C3_4ed7_AB51_28EEC9AE9DC6";"association-relationship";"association";"";"";"";"";"id-839017b2-0f95-42d0-ab2b-e873636340da";"EAID_839017B2_0F95_42d0_AB2B_E873636340DA";"9f1ea854-eb45-47a0-98f4-4043b4a69be0";"EAID_B0D9792B_46E7_4b88_B267_C72691616733";"09072026-00:43:48"
"1233";"onder verantwoordelijkheid van";"onder verantwoordelijkheid van";"";"EAID_732DC9B8_0A3D_4496_899F_159E046A126E";"association-relationship";"association";"";"";"";"";"id-839017b2-0f95-42d0-ab2b-e873636340da";"EAID_839017B2_0F95_42d0_AB2B_E873636340DA";"f830bbc9-38d5-4f61-be23-79091f18282e";"EAID_EA6F820F_C458_4b24_8055_5C2CC76F5904";"09072026-00:43:48"
"1234";"onderdeel";"onderdeel";"ebcc1e5e-53d4-491c-8a96-35e01a9a95c2";"EAID_DE8C34A9_EA94_4c24_825D_C8C6D33AF4F5";"association-relationship";"association";"";"";"";"";"e963434a-50be-4619-b041-58689adc00de";"EAID_BBCF9DBE_70AD_431c_B698_7F0D69D07050";"7be642b3-e95f-4f1a-9415-d95c38346e9f";"EAID_069C9894_5E07_4c95_AC28_EB4A5EBFD165";"09072026-00:43:48"
"1235";"onderdeel van";"onderdeel van";"0a2afdc2-7f28-4102-97b8-e0df995999db";"EAID_36F38F1C_2F35_4088_A9E7_35BF53C3E709";"association-relationship";"association";"";"";"";"";"2d7f4231-96e8-4424-a656-c52473ea36dc";"EAID_8B394DCE_C3C4_4262_9460_8EF130E90D83";"e1620918-61a7-4cef-b0e2-6b8e206608c8";"EAID_F9B2A863_63C8_4229_906A_D0891BB4F021";"09072026-00:43:48"
"1236";"onderdeel van afdeling";"onderdeel van";"28fb69dc-f115-42ab-8216-93830c8b3689";"EAID_0F596F15_608B_4a1a_ADE6_D1053EF13FF8";"association-relationship";"association";"";"";"";"";"a3e45dca-c075-4ba9-9df2-d286b47f73ab";"EAID_63FF86E2_1BB0_48f6_8D95_3D82E8D2FA06";"02f66265-00ae-418d-8d0e-dcbaf36652bb";"EAID_53B0C49F_1BDE_4fee_BB0B_0D82517177CC";"09072026-00:43:48"
"1237";"onderdeel van";"onderdeel van";"";"EAID_B12C3E92_BEF7_4859_A882_A37444268D3C";"association-relationship";"association";"";"";"";"";"bd504191-10c0-436a-b0e0-fd4858a7b67d";"EAID_81EFBDCE_E500_4090_A37A_D3F799517866";"";"EAID_53B0C49F_1BDE_4fee_BB0B_0D82517177CC";"09072026-00:43:48"
"1238";"onderdeel van";"onderdeel van";"";"EAID_7BF736B1_C39A_4cd3_8C30_EB2A0FEA2980";"association-relationship";"association";"";"";"";"";"";"EAID_E1C6E98B_20B2_43b0_8EC1_5C0905B3A139";"b7ad73b1-bea5-48e8-acaa-d6031c3078ce";"EAID_D69EE16A_390C_4d6f_BC01_2B13FB3B22F1";"09072026-00:43:48"
"1239";"onderdeel van ";"onderdeel van ";"";"EAID_9821848F_48A0_446d_8811_5DC161D2D13A";"association-relationship";"association";"";"Kan ook een generalisatie zijn. Geldt ook voor de overige routes";"";"";"";"EAID_09D462A9_94C8_4803_A0A0_B7DB4363B45D";"ab441c2e-d5a6-4546-b1b8-a08d3bee1c07";"EAID_51285531_9529_4b2d_9EC6_B6BAEA729D9A";"09072026-00:43:48"
"1240";"ondergaat";"ondergaat";"";"EAID_08EC674A_D2E2_7F62_3AFE_281C330334D7";"aggregation-relationship";"aggregation";"";"";"";"";"";"EAID_022154F4_817D_0DFB_5FFC_281C33037384";"";"EAID_24BA1E4E_CF1D_B8E9_E3C3_281C33039A81";"09072026-00:43:48"
"1241";"onderkent leefgebiieden";"onderkent leefgebiieden";"fab3a1be-c9cb-442f-a15e-03135adee7f0";"EAID_CA494862_38C0_4098_8995_1953CABDDBF3";"association-relationship";"association";"";"";"";"";"4f3a28d3-464a-42c3-97e1-39231e5f7bf1";"EAID_6C27D3D1_FBCE_4504_AF1E_48B4A4CB02EA";"c80348b6-b173-41ab-9bf6-3a1a780d0fb3";"EAID_C55180D9_A5C3_4859_BD88_7686F5384157";"09072026-00:43:48"
"1242";"onderkent scores";"onderkent scores";"";"EAID_6B0F940E_3386_401a_AC21_169514BAAAB4";"association-relationship";"association";"";"";"";"";"4f3a28d3-464a-42c3-97e1-39231e5f7bf1";"EAID_6C27D3D1_FBCE_4504_AF1E_48B4A4CB02EA";"";"EAID_653EA248_1547_4f8b_B026_B44FEEC711B2";"09072026-00:43:48"
"1243";"ondersteunt client";"ondersteunt client";"254ae1ce-f810-443c-9321-3f132c96f1e9";"EAID_BBB0C356_446A_4c07_A599_5915989A3B0F";"association-relationship";"association";"";"";"";"";"17a0d019-c25e-4bba-ae64-f381da597376";"EAID_276E1BF9_E902_4303_A9E7_048627E0DC84";"2a859087-fe7f-412a-b057-bf1e3f249a4c";"EAID_DAF09055_A5A6_4ff4_A158_21B20567B296";"09072026-00:43:48"
"1244";"ontheffing voor";"ontheffing voor";"";"EAID_5423D12F_B004_4fa9_ABC0_0ABADB27A103";"association-relationship";"association";"";"";"";"";"";"EAID_3F5932BD_C721_402d_8154_74A1CE097825";"";"EAID_D41DCE2D_4AD5_45b8_9527_EC416F4A4CC7";"09072026-00:43:48"
"1245";"oorspronkelijk";"oorspronkelijk";"09b9ccf3-bcc7-4764-8b94-9fe1afb1f735";"EAID_B352FC5A_89BA_4c9c_9D7C_50CAD3BE05DE";"association-relationship";"association";"";"";"";"";"ede48ca8-4854-44b2-b549-0827bebf56ab";"EAID_A91E9C27_C4FA_4e1b_A4FF_8AE74ED9B7EB";"ede48ca8-4854-44b2-b549-0827bebf56ab";"EAID_A91E9C27_C4FA_4e1b_A4FF_8AE74ED9B7EB";"09072026-00:43:48"
"1246";"op basis van";"op basis van";"";"EAID_040E7F95_87E6_452f_B4A5_632CF872267A";"association-relationship";"association";"";"";"";"";"";"EAID_54697170_4C4D_40f6_9E08_35DF1970B8C6";"";"EAID_697512E4_0C8E_4be8_8E95_9E2E4BD50F85";"09072026-00:43:48"
"1247";"op vacature";"op vacature";"ffb8bccc-96ba-474c-adc5-28a79f27d4f9";"EAID_69D5B4D8_4D23_4a03_AF7E_9DD4B3B0B439";"association-relationship";"association";"";"";"";"";"3dbc7681-e73c-46c5-80bc-434afc971eef";"EAID_3BD1368C_23F1_4f42_99DB_C81581A646A0";"bd6c1561-9387-409b-a16b-99e79492ad3d";"EAID_DC978807_5F36_4148_B816_D6886D026DD8";"09072026-00:43:48"
"1248";"opgelegd door";"opgelegd door";"740c8a11-b349-4920-811b-164e49b80d3a";"EAID_394820AC_FA0B_45c2_8E87_64DADE538231";"association-relationship";"association";"";"";"";"";"eb5a2808-d438-4299-b803-4495b819396b";"EAID_B369B374_F560_4ea6_9A8B_DBBCB4961EFF";"aa2cb2d9-8482-473c-a5bf-c042cb39352a";"EAID_697F1730_B439_4b35_8799_1B2E9AB04548";"09072026-00:43:48"
"1249";"opgepaktDoor";"opgepaktDoor";"";"EAID_EB0C17C7_84CB_4130_93A0_B58E06C70982";"association-relationship";"association";"";"";"";"";"";"EAID_1AA67F0D_3B94_48a3_A037_A2ACC6D61CF0";"6eaed538-bcc5-4648-b0f2-4c5095b9f514";"EAID_3D5CCB29_91E4_458e_8BCD_6741198E45B8";"09072026-00:43:48"
"1250";"opgepaktIn";"opgepaktIn";"";"EAID_992CBE57_218F_42d1_8495_76BC51827E3A";"association-relationship";"association";"";"";"";"";"";"EAID_C6DA2586_C0E3_4868_93E8_64AF6D118092";"";"EAID_1AA67F0D_3B94_48a3_A037_A2ACC6D61CF0";"09072026-00:43:48"
"1251";"opgepaktNamens";"opgepaktNamens";"";"EAID_3A702009_0E61_4756_AD68_959F192FA31A";"association-relationship";"association";"";"";"";"";"";"EAID_1AA67F0D_3B94_48a3_A037_A2ACC6D61CF0";"f830bbc9-38d5-4f61-be23-79091f18282e";"EAID_EA6F820F_C458_4b24_8055_5C2CC76F5904";"09072026-00:43:48"
"1252";"ophalen";"ophalen";"0de4bd31-27b7-4cf1-b7cd-ec8872769ef2";"EAID_C09F3E43_5B6A_460b_AD49_C26FE2DCFF78";"association-relationship";"association";"";"";"";"";"024bb42f-38cf-42ba-859d-184221eff16c";"EAID_55A58838_3877_4e76_B5BF_26C68FAD463D";"5b29c1f2-feeb-4e72-9b70-7a0a8bb374cc";"EAID_80A7D18F_7C7E_4ee6_9F07_055559BCEF9F";"09072026-00:43:48"
"1253";"pacht";"pacht";"31769d2d-4c7b-40f5-a0fc-66994fd4d91d";"EAID_C15F1759_2467_477e_8A57_60AD1EA11BD5";"association-relationship";"association";"";"";"";"";"a6741440-a70f-4d05-b164-6a21b867b4d3";"EAID_8D52E9F1_9CC9_42c6_A347_E68E29718E55";"eb838412-7041-4a22-a50d-fdd255391bc1";"EAID_EDC8B01F_4802_4562_BC41_C2CAD76880B6";"09072026-00:43:48"
"1254";"personeelsdossier";"personeelsdossier";"";"EAID_1C8FDDB2_7138_41c4_B087_937A036EDB3E";"association-relationship";"usage";"";"";"";"";"8c200706-b80b-44f7-9928-bec39e0db21f";"EAID_BBBB63AC_B546_409b_B6D4_53DB561253B7";"10eaa33f-03bf-42b4-9310-56add2cb5a7b";"EAID_5641C50A_C0FA_4e71_B07B_26C7B1CE94ED";"09072026-00:43:48"
"1255";"prestatie voor";"prestatie voor";"09279e0d-1629-4117-8988-ef9f1ef59700";"EAID_49E9E9A9_6284_4b72_A74F_9FC297060B71";"association-relationship";"association";"";"";"";"";"cc667191-bb35-45a0-a231-504b663b70f1";"EAID_F0CE97B6_3004_4424_A0AA_5034BC0144D1";"2a859087-fe7f-412a-b057-bf1e3f249a4c";"EAID_DAF09055_A5A6_4ff4_A158_21B20567B296";"09072026-00:43:48"
"1256";"procesleider";"procesleider";"894753eb-de74-40da-b1a1-e2bf53672c11";"EAID_083C9CF6_C21B_46b3_A933_1DDAFA9F771F";"association-relationship";"association";"";"";"";"";"bc6f065d-05c9-454d-a18d-1c0c2a2dfe15";"EAID_44EC6082_2682_43c7_A52E_0AD05B06A046";"6cc6afe6-e4c6-4e2b-a359-f278b23700db";"EAID_16EB3936_03CB_4854_9CD8_9F0911EEA51B";"09072026-00:43:48"
"1257";"projectleider";"projectleider";"00aa44b1-3d73-492e-ab54-c489a9101582";"EAID_BA3AE829_7C81_4f2b_B193_0F231A57B923";"association-relationship";"association";"";"";"";"";"cad45b80-14d3-4a0c-a906-0c1614dc9570";"EAID_9DF5AC43_3673_4b9a_BB5E_6DCA7BE28835";"0ae46688-6cc8-4553-adc7-04b2ed7b8b8f";"EAID_20CA8283_CE99_455c_BF4D_EAE3DF41AE5B";"09072026-00:43:48"
"1258";"projectleider";"projectleider";"38f8680b-ad50-4f77-b28a-76da1432d7d8";"EAID_2CDDCD51_E333_4b1a_9030_54231ACDC6C5";"association-relationship";"association";"";"";"";"";"020a5c18-9065-48d4-9cdd-5500cf5ce9ae";"EAID_156C82B1_2641_40c8_9E99_60031643C29A";"cad45b80-14d3-4a0c-a906-0c1614dc9570";"EAID_9DF5AC43_3673_4b9a_BB5E_6DCA7BE28835";"09072026-00:43:48"
"1259";"redenBlokkering";"redenBlokkering";"";"EAID_3929A5E7_EB95_4337_972C_2AF8AD5BB30B";"association-relationship";"association";"";"";"";"";"id-07784236-3aa6-45e5-8253-7d088c4020b0";"EAID_07784236_3AA6_45e5_8253_7D088C4020B0";"";"EAID_88B0A7AB_53E6_4bc1_8D99_9BE896AB8418";"09072026-00:43:48"
"1260";"redenInstroom";"redenInstroom";"";"EAID_124D9BBB_6EDF_4877_892B_FC37C49240C5";"association-relationship";"association";"";"";"";"";"id-07784236-3aa6-45e5-8253-7d088c4020b0";"EAID_07784236_3AA6_45e5_8253_7D088C4020B0";"";"EAID_8D999BE8_96AB_8418_99A2_CB86335AFB97";"09072026-00:43:48"
"1261";"redenUitstroom";"redenUitstroom";"";"EAID_070894C5_A7FF_41c1_9B45_49DB985F037C";"association-relationship";"association";"";"";"";"";"id-07784236-3aa6-45e5-8253-7d088c4020b0";"EAID_07784236_3AA6_45e5_8253_7D088C4020B0";"";"EAID_99A2CB86_335A_FB97_9C8F_47170B1699EC";"09072026-00:43:48"
"1262";"refereert";"refereert";"";"EAID_15977151_EC46_89CA_680B_276CADDFD8E5";"aggregation-relationship";"aggregation";"";"";"";"";"";"EAID_1BD0DD3A_888E_945B_4A20_276CADAE4D4C";"";"EAID_032C6459_3922_4AEF_0D73_262C4A138E25";"09072026-00:43:48"
"1263";"resulteert";"resulteert";"377d8bb4-f448-4e62-b8b4-16eb83b8ac89";"EAID_A9A7708E_526C_41d5_9E5F_48EEAB4E93BD";"association-relationship";"association";"";"";"";"";"1486de79-ad71-4dce-8473-f23f1e9c436c";"EAID_FF448272_AB9D_4ec9_B4BE_E60E2552817A";"ae658af8-46be-4d41-ba95-c5e24cec7598";"EAID_9E0936E5_6B50_4205_BA5D_FEB80486D6F1";"09072026-00:43:48"
"1264";"resulteert in";"resulteert in";"";"EAID_4AD8CEE6_4DEF_4fbd_A3AE_6C820235E955";"association-relationship";"association";"";"";"";"";"";"EAID_1CE06538_3F4A_45ac_AE86_30A4250D3608";"";"EAID_F20A11B2_0C6F_4a52_95BF_AB73997C3378";"09072026-00:43:48"
"1265";"resulteert in";"resulteert in";"";"EAID_BC115B0F_1283_4a77_94CC_4D76225B486D";"association-relationship";"association";"";"";"";"";"";"EAID_A1F16832_3F28_4441_8538_74BF04A48562";"";"EAID_551A527B_A2E2_4409_968B_D1BE4612EB3C";"09072026-00:43:48"
"1266";"resulteert in";"resulteert in";"";"EAID_3820CE7E_78D9_4703_8DC5_4D50C5DF7D51";"association-relationship";"association";"";"";"";"";"";"EAID_B0384246_6784_4724_B538_CE18197061CD";"";"EAID_A1F16832_3F28_4441_8538_74BF04A48562";"09072026-00:43:48"
"1267";"resulteert in";"resulteert in";"";"EAID_BAD81296_F327_4ebe_BDF4_E21A2508C717";"association-relationship";"association";"";"";"";"";"";"EAID_F20A11B2_0C6F_4a52_95BF_AB73997C3378";"";"EAID_A1F16832_3F28_4441_8538_74BF04A48562";"09072026-00:43:48"
"1268";"resulteert in";"resulteert in";"";"EAID_DFB45409_F01C_4a91_BFA5_9E66817F67FF";"association-relationship";"association";"";"";"";"";"";"EAID_652A68C3_618E_4050_AD4C_E43469A7558C";"";"EAID_A1F16832_3F28_4441_8538_74BF04A48562";"09072026-00:43:48"
"1269";"resulteert in";"resulteert in";"";"EAID_43A30A1E_B8CF_4471_81A9_9AC313DEA9F9";"association-relationship";"association";"";"";"";"";"";"EAID_F20A11B2_0C6F_4a52_95BF_AB73997C3378";"";"EAID_7CC8C026_91CB_422c_84C6_90401889F260";"09072026-00:43:48"
"1270";"resulteert in";"resulteert in";"";"EAID_BC1E536B_B612_48b7_A5C3_0CBDB41A25E4";"association-relationship";"association";"";"";"";"";"";"EAID_7E274EE0_FB77_43ef_ABCB_91ACF0ACD469";"";"EAID_551A527B_A2E2_4409_968B_D1BE4612EB3C";"09072026-00:43:48"
"1271";"resulteert in";"resulteert in";"";"EAID_946FC410_4AD5_413b_A646_F2AB1870548C";"association-relationship";"association";"";"";"";"";"";"EAID_652A68C3_618E_4050_AD4C_E43469A7558C";"";"EAID_7E274EE0_FB77_43ef_ABCB_91ACF0ACD469";"09072026-00:43:48"
"1272";"resulteert in";"resulteert in";"";"EAID_B1C136CA_4FD2_4421_9E25_2C2E0CEA8049";"association-relationship";"association";"";"";"";"";"";"EAID_B0384246_6784_4724_B538_CE18197061CD";"";"EAID_652A68C3_618E_4050_AD4C_E43469A7558C";"09072026-00:43:48"
"1273";"resulteert in ";"resulteert in ";"";"EAID_AE0CD7CF_5109_414f_97C1_9EB8619E2699";"association-relationship";"association";"";"";"";"";"";"EAID_F20A11B2_0C6F_4a52_95BF_AB73997C3378";"";"EAID_B0384246_6784_4724_B538_CE18197061CD";"09072026-00:43:48"
"1274";"rollen";"rollen";"369ab163-f69f-4bd9-9040-82dc05403594";"EAID_69D9DF4D_0CA8_46e6_8183_C7A6BA604AAC";"association-relationship";"association";"";"";"";"";"f5c91145-fba4-47cb-aaf9-bb9c64e19a21";"EAID_A8945FD7_EA20_418e_8E7F_18F13F16E338";"6cc6afe6-e4c6-4e2b-a359-f278b23700db";"EAID_16EB3936_03CB_4854_9CD8_9F0911EEA51B";"09072026-00:43:48"
"1275";"rust op";"rust op";"7d6791b0-0375-42dd-83db-8ef2dc64528b";"EAID_2BE9BA3F_23CF_4095_84AC_068C9CE16747";"association-relationship";"association";"Een verwijzing naar de KADASTRALE ONROERENDE ZAAK waarop het ZAKELIJK RECHT betrekking heeft.";"Een verwijzing naar de KADASTRALE ONROERENDE ZAAK waarop het ZAKELIJK RECHT betrekking heeft.";"<memo>";"";"671ec5bd-e8ac-44d7-8a01-cc9b439c6c5f";"EAID_8C809341_AC60_4378_8BA0_0843E8C06AF3";"8155eb9b-eb9e-4eec-a850-80c185983a9f";"EAID_9775E778_DBF8_4122_94CE_551466B62F46";"09072026-00:43:48"
"1276";"rust op";"rust op";"ca15db0e-f6f9-4159-b56b-0eaa11754c2c";"EAID_3D506CBC_2417_4aee_83A2_EC872CC303C7";"association-relationship";"association";"De KADASTRAAL ONROERENDE ZAAK waarop een ZEKERHEIDSRECHT rust.";"De KADASTRAAL ONROERENDE ZAAK waarop een ZEKERHEIDSRECHT rust. ";"<memo>";"";"0f33d06b-3e1f-4693-87af-2a5a9b739219";"EAID_3397A5B5_E789_46e6_8559_C528EA55F830";"8155eb9b-eb9e-4eec-a850-80c185983a9f";"EAID_9775E778_DBF8_4122_94CE_551466B62F46";"09072026-00:43:48"
"1277";"school heeft";"school heeft";"";"EAID_0B9864A5_0943_4b48_AB00_E932A450D1B7";"association-relationship";"association";"";"";"";"";"f2c26bb2-4c76-4b03-8ceb-6397b5a12ae8";"EAID_32DFC5DD_79D9_45d5_8F9D_7D5125961817";"";"EAID_3119A4DB_BB23_4adc_98BD_82F2D7996C6B";"09072026-00:43:48"
"1278";"schrijft op";"schrijft op";"565e193e-63ab-4555-8e20-261cbc20e0dc";"EAID_05D36DF8_E8DB_4273_B0C4_D1DDAB7070F4";"association-relationship";"association";"";"";"";"";"e3c92496-53d2-473e-9643-9774cdda2891";"EAID_E1DA56C3_6ECA_4ec9_8CF4_FC57E1C43102";"126c564a-16fa-4e61-b52d-3af4968904d8";"EAID_D90E822D_7EF8_4ea6_AF5C_4A4362577941";"09072026-00:43:48"
"1279";"schuld bij";"schuld bij";"";"EAID_0DD2A630_0EF5_4e6d_BAD6_99DAA6AD15B2";"association-relationship";"association";"";"";"";"";"";"EAID_93E12A3E_71E3_431e_9871_BF6075EAAEF1";"";"EAID_DCDAD212_479E_4fc3_B886_585AE57D8C21";"09072026-00:43:48"
"1280";"score bij leeggebied";"score bij leeggebied";"cf3ea3cf-dd61-4acc-94ed-77a6c3bb4c21";"EAID_B620036D_4786_442c_B36C_82307BAB6EE5";"association-relationship";"association";"";"";"";"";"75a56fd7-b2b2-4a08-9b09-8235d4592cae";"EAID_5A367DA9_DE05_4b3b_954D_24271FD4FB76";"c80348b6-b173-41ab-9bf6-3a1a780d0fb3";"EAID_C55180D9_A5C3_4859_BD88_7686F5384157";"09072026-00:43:48"
"1281";"server van database";"server van database";"358f0944-8c74-4dfa-9d48-aada1e522f83";"EAID_647B7DC0_6FCE_4d30_9CC7_9739BA6627E8";"association-relationship";"association";"";"";"";"";"d548564c-a918-47e4-ae60-697f0ed3e7aa";"EAID_FFD22E11_7A3A_459a_B575_928C67E8D1F3";"4694a321-36db-4a54-a7ab-6c3895a4e288";"EAID_3AFD7E5F_8061_4776_A332_334AF4125E7D";"09072026-00:43:48"
"1282";"solliciteert";"solliciteert";"76582d91-7e3c-4efc-befc-d07cdd39fe81";"EAID_D49B7ECE_0089_4d69_970C_8AB585251F66";"association-relationship";"association";"";"";"";"";"8c200706-b80b-44f7-9928-bec39e0db21f";"EAID_BBBB63AC_B546_409b_B6D4_53DB561253B7";"3dbc7681-e73c-46c5-80bc-434afc971eef";"EAID_3BD1368C_23F1_4f42_99DB_C81581A646A0";"09072026-00:43:48"
"1283";"solliciteert op functie";"solliciteert op functie";"178f4482-b733-4ff0-8a76-bb8fb50a9087";"EAID_7ED83E72_5019_47f5_84BF_5A3DC813EF67";"association-relationship";"association";"";"";"";"";"ddefe4a6-d89c-432d-b27a-b96cb575b16a";"EAID_131BDD67_2A31_43c5_9125_F12DE2D98D2D";"3dbc7681-e73c-46c5-80bc-434afc971eef";"EAID_3BD1368C_23F1_4f42_99DB_C81581A646A0";"09072026-00:43:48"
"1284";"soort";"soort";"";"EAID_266F9975_CC9F_4d21_BDDF_20EC737CF568";"association-relationship";"association";"";"";"";"";"ff9366e3-dd65-48ce-9051-9d6b01b2c6db";"EAID_B3371695_97AD_49d2_9AF1_15591B422007";"";"EAID_356C8F59_3721_46d0_BCD0_C17B0130035C";"09072026-00:43:48"
"1285";"soort";"soort";"";"EAID_0A546271_B26F_46d3_879F_2A9EB756A642";"association-relationship";"association";"";"";"";"";"";"EAID_209ACADD_34C7_4dc8_90AD_C6B3E092FBFD";"1486de79-ad71-4dce-8473-f23f1e9c436c";"EAID_FF448272_AB9D_4ec9_B4BE_E60E2552817A";"09072026-00:43:48"
"1286";"soort";"soort";"";"EAID_210DF58C_2B9A_4384_B330_79C2B6CC8280";"association-relationship";"association";"";"";"";"";"";"EAID_1CB4051D_B78A_48f0_AE3E_A98D997A5612";"1486de79-ad71-4dce-8473-f23f1e9c436c";"EAID_FF448272_AB9D_4ec9_B4BE_E60E2552817A";"09072026-00:43:48"
"1287";"soort";"soort";"";"EAID_8C3E5EF9_0F5D_4e6e_AE27_2A8738F55055";"association-relationship";"association";"";"";"";"";"";"EAID_A1F16832_3F28_4441_8538_74BF04A48562";"";"EAID_158BE97A_2031_437b_A5CC_637188EB9968";"09072026-00:43:48"
"1288";"soort";"soort";"";"EAID_F1399EFB_8A57_4655_9389_C6C8826B16D7";"association-relationship";"association";"";"";"";"";"";"EAID_7E274EE0_FB77_43ef_ABCB_91ACF0ACD469";"";"EAID_677992F0_3C05_43b6_82C7_4A7EA57EDFED";"09072026-00:43:48"
"1289";"soort";"soort";"";"EAID_A3FEE3DD_1148_4a7e_A133_1DAA02D2F1EA";"association-relationship";"association";"";"";"";"";"a9b50546-d72d-4e60-8da5-184a27a626c5";"EAID_7D3D98F0_664C_4605_9D95_F68C88ECBA9A";"";"EAID_0A7769C7_FE3E_45eb_A644_22E5CB207B42";"09072026-00:43:48"
"1290";"soort besteding";"soort besteding";"";"EAID_42E94BB7_BBBE_4cfd_BE12_83932898ADDA";"association-relationship";"association";"";"";"";"";"";"EAID_B9288D01_0B8F_4f8c_BAE1_AFD1B0EF6FDF";"";"EAID_A0051651_4772_436d_9553_B432BDCE3A52";"09072026-00:43:48"
"1291";"soort declaratie";"soort declaratie";"";"EAID_53ABD040_F8F1_4d2c_AD7A_9A832A9649E1";"association-relationship";"association";"";"";"";"";"93ffe408-fc04-407e-ad78-1afb51b5229e";"EAID_E611CEB2_F4FA_49e2_AA6B_B380BC1918AC";"";"EAID_9D4FB9DF_D68A_4503_96C0_272B6777A4FC";"09072026-00:43:48"
