"nr";"GEMMA-naam";"GGM-naam";"GEMMA-guid";"GGM-guid";"GEMMA-type";"GGM-uml-type";"GEMMA-definitie";"GGM-definitie";"GEMMA-toelichting";"GGM-toelichting";"GEMMA-source-guid";"GGM-source-guid";"GEMMA-target-guid";"GGM-target-guid";"Datum-tijd-export"
"65";"";"";"";"EAID_6610A986_57EF_4b25_BB8D_5BCD606A5E52";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_450F47A7_758F_400c_82EB_05535EBDD426";"13ede1f8-bf63-4da6-abbd-cdc18b7ec39a";"EAID_66E2B5BA_44A0_4fde_AE33_E211EE4832C2";"09072026-00:43:48"
"66";"";"";"4c98e9b5-a73c-4b27-bcbd-b7c6fce488d5";"EAID_A2FD81A4_C8A2_4f5f_8C26_CEB12E0C6D0D";"specialization-relationship";"generalization";"";"";"";"";"e623ef14-c4de-498b-9504-5bb6fa4ce0de";"EAID_252C70B1_4E02_4033_B2B5_86F65496D7AB";"13ede1f8-bf63-4da6-abbd-cdc18b7ec39a";"EAID_66E2B5BA_44A0_4fde_AE33_E211EE4832C2";"09072026-00:43:48"
"67";"";"";"e9d7df8a-2a46-4d77-96fe-2b4f325c10e3";"EAID_F42E2F80_5BFB_4c4f_86CB_CF56FDC2DC02";"specialization-relationship";"generalization";"";"";"";"";"3f048a6b-523c-4e8e-a581-0fcc089f1ec6";"EAID_81870665_768C_4fb2_8A4F_A9CB7989C884";"1855a91d-d82d-4544-a51b-7110776a9de1";"EAID_B65280CD_3429_4966_AD2D_CB3EE76EE2E8";"09072026-00:43:48"
"68";"";"";"307627ff-c873-4edc-89d7-c41fb844a3e1";"EAID_140A039F_3BE5_4f0f_B506_40EEFEA11323";"specialization-relationship";"generalization";"";"";"";"";"1bd77fef-f3da-40cc-b94f-e325b0781719";"EAID_70E3C6AF_1117_4cfc_B61F_0D168010FFB9";"1855a91d-d82d-4544-a51b-7110776a9de1";"EAID_B65280CD_3429_4966_AD2D_CB3EE76EE2E8";"09072026-00:43:48"
"69";"";"";"982af149-5dc8-40da-953f-6c7079802125";"EAID_1B05EE50_C227_4105_A8EF_BAC608792E54";"specialization-relationship";"generalization";"";"";"";"";"aa2cb2d9-8482-473c-a5bf-c042cb39352a";"EAID_697F1730_B439_4b35_8799_1B2E9AB04548";"1855a91d-d82d-4544-a51b-7110776a9de1";"EAID_B65280CD_3429_4966_AD2D_CB3EE76EE2E8";"09072026-00:43:48"
"70";"";"";"0ca68b4f-a418-4676-80ee-23ca5391e4fd";"EAID_7B3B179E_1F43_4cd6_864A_08033CF2A7FD";"specialization-relationship";"generalization";"";"";"";"";"e09e0c4d-1c6f-474b-8abc-7fd36f6fd699";"EAID_B8584CD2_A54A_4a59_82B6_A597A0864CFA";"1855a91d-d82d-4544-a51b-7110776a9de1";"EAID_B65280CD_3429_4966_AD2D_CB3EE76EE2E8";"09072026-00:43:48"
"71";"";"";"d21ec619-03a2-49bf-a8b8-47e188d92a5c";"EAID_97F65B17_8224_4d6a_BAD5_386318B4E64D";"specialization-relationship";"generalization";"";"";"";"";"341c4296-ac61-426e-b1d8-668052c53ea9";"EAID_90E49701_2A06_4669_9199_6FCFDFCA707A";"1855a91d-d82d-4544-a51b-7110776a9de1";"EAID_B65280CD_3429_4966_AD2D_CB3EE76EE2E8";"09072026-00:43:48"
"72";"";"";"b527c5e3-8274-4c96-ba1f-ebec1fa84cb8";"EAID_D81DDF18_5F40_4f5d_9520_CEB15BF26394";"specialization-relationship";"generalization";"";"";"";"";"eb5a2808-d438-4299-b803-4495b819396b";"EAID_B369B374_F560_4ea6_9A8B_DBBCB4961EFF";"6cc6afe6-e4c6-4e2b-a359-f278b23700db";"EAID_16EB3936_03CB_4854_9CD8_9F0911EEA51B";"09072026-00:43:48"
"73";"";"";"a19fc1ae-dffc-4899-a508-9119b5995b00";"EAID_EFC8F306_37BD_43d2_856F_28BF3A5B85A6";"specialization-relationship";"generalization";"";"";"";"";"d3538832-c621-464d-adc3-3fdf7c6745af";"EAID_613E192A_D0F2_4e67_BE73_51C09197EE3D";"113af80a-7e3e-41f6-8f79-8d0d48c4c257";"EAID_EA7FE08E_34F7_45d2_BE2E_E4E3B8333BF3";"09072026-00:43:48"
"74";"";"";"5a06ff14-4cab-49f9-b575-c87bc56a5735";"EAID_ACD49FC1_B6A0_4cc3_896E_285018F4F415";"specialization-relationship";"generalization";"";"";"";"";"e2ea124f-56ce-4614-9e32-0f13371a5ede";"EAID_266057AF_58BD_42e1_B4D5_16EB266B9B7A";"e1371e07-969e-4a34-be81-0a23ffd541dd";"EAID_AF9534B0_7CBD_4061_9276_A7B6698B383A";"09072026-00:43:48"
"75";"";"";"";"EAID_718B694A_0C55_4fe7_B0BE_B55AEDCB0EC8";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_3119A4DB_BB23_4adc_98BD_82F2D7996C6B";"ac9bd49c-9861-44f3-adff-ffa256a08111";"EAID_28A6F2AC_5AB1_4f25_8876_931152CA28E0";"09072026-00:43:48"
"76";"";"";"";"EAID_5DA8C8B3_BE1A_40bd_A4FF_980213D42E5C";"aggregation-relationship";"aggregation";"";"";"";"";"153ea543-3a96-4878-b661-f7c3d0f07d20";"EAID_F47ACE79_C476_479f_A3A3_729E65AF3D32";"a397db5a-35ee-436d-b358-d04415b3d61b";"EAID_0E3DE26B_C535_4a03_98A4_8D36DC3D5297";"09072026-00:43:48"
"77";"";"";"28464156-f551-406e-bc50-63f426d5f63e";"EAID_EE1A50E8_EF34_4a9e_AD32_D985C4EB6147";"specialization-relationship";"generalization";"";"";"";"";"91982611-d658-4c52-8869-0bbf87b487d3";"EAID_51C8E3DF_FFF4_4a20_9CB2_AA5FA50579E2";"e1371e07-969e-4a34-be81-0a23ffd541dd";"EAID_AF9534B0_7CBD_4061_9276_A7B6698B383A";"09072026-00:43:48"
"78";"";"";"";"EAID_22B1F924_145E_4d87_989E_08C68BAFD692";"specialization-relationship";"generalization";"";"";"";"";"f2c26bb2-4c76-4b03-8ceb-6397b5a12ae8";"EAID_32DFC5DD_79D9_45d5_8F9D_7D5125961817";"6eaed538-bcc5-4648-b0f2-4c5095b9f514";"EAID_3D5CCB29_91E4_458e_8BCD_6741198E45B8";"09072026-00:43:48"
"79";"";"";"24c24564-36d8-4acf-945d-b6238f438e96";"EAID_CE5E97EC_7CA7_482f_9556_EDBB93B624CE";"specialization-relationship";"generalization";"";"";"";"";"f2c26bb2-4c76-4b03-8ceb-6397b5a12ae8";"EAID_32DFC5DD_79D9_45d5_8F9D_7D5125961817";"6eaed538-bcc5-4648-b0f2-4c5095b9f514";"EAID_3D5CCB29_91E4_458e_8BCD_6741198E45B8";"09072026-00:43:48"
"80";"";"";"6fb3bd36-6bdf-4ad9-8c2b-aad899749ff1";"EAID_56A06DA3_0A4E_4b13_9A21_35FDCF6B91B9";"specialization-relationship";"generalization";"";"";"";"";"7b7d7585-b081-4bcc-a39e-cf6b3803799a";"EAID_369E453B_4C3A_48dc_9619_C36232B339D9";"9d218c7e-64e5-45e1-9bac-ec9f27d50fe3";"EAID_71A5C565_C2CC_495f_910A_76C199C6AF0E";"09072026-00:43:48"
"81";"";"";"07a3d390-7f60-4a1c-952b-738d78e44489";"EAID_6217449D_B1A2_4d75_9C2B_3722E27B287B";"specialization-relationship";"generalization";"";"";"";"";"7b7d7585-b081-4bcc-a39e-cf6b3803799a";"EAID_369E453B_4C3A_48dc_9619_C36232B339D9";"10eaa33f-03bf-42b4-9310-56add2cb5a7b";"EAID_5641C50A_C0FA_4e71_B07B_26C7B1CE94ED";"09072026-00:43:48"
"82";"";"";"e9010516-7669-40c8-86f5-8db6551b69bc";"EAID_56BA52DC_84C6_4e49_9224_B1BFD1A6BD8B";"specialization-relationship";"generalization";"";"";"";"";"3335a028-e7f5-44a7-9afc-a80ba0214eb6";"EAID_BCAFBBCD_851E_4235_9D85_88EC71F2245B";"36e81522-45dc-4859-a86a-92f9d1d879ba";"EAID_3BBB3264_592A_4d8c_A741_C2A3C38E3932";"09072026-00:43:48"
"83";"";"";"19b26630-6daa-4fbe-a80d-ec1067507e9e";"EAID_BCD2F6EC_CB32_488b_90B9_F2C29206D0EA";"specialization-relationship";"generalization";"";"";"";"";"b8e4973e-2137-4bc5-8dc0-60041201a8aa";"EAID_066C9C37_0FAF_4239_8D7D_B7EBE42E4918";"cd27cd50-1721-4870-a292-ea0f24d1ada4";"EAID_9F4E12E4_B228_4931_AC83_1B1F60958A89";"09072026-00:43:48"
"84";"";"";"502e2d98-cdca-4920-b8ff-d32c9fdba143";"EAID_6732FBFE_815B_4a32_AF06_655F4A3CCEDB";"specialization-relationship";"generalization";"";"";"";"";"be17bc1c-f653-4b92-8f97-9e9219502be5";"EAID_9AE5BCE3_AD6D_4241_9651_823400E3745F";"cad45b80-14d3-4a0c-a906-0c1614dc9570";"EAID_9DF5AC43_3673_4b9a_BB5E_6DCA7BE28835";"09072026-00:43:48"
"85";"";"";"aaef42f7-239d-40f6-a038-da3cb37005a8";"EAID_3231E963_F0A1_46fd_A304_F2C9C8BBA8D5";"specialization-relationship";"generalization";"";"";"";"";"0d7e9bb5-b865-4599-aa6d-6cac9fd2185b";"EAID_59CF7225_3D61_42e2_A399_7EB13450D97D";"cad45b80-14d3-4a0c-a906-0c1614dc9570";"EAID_9DF5AC43_3673_4b9a_BB5E_6DCA7BE28835";"09072026-00:43:48"
"86";"";"";"577185b4-76a3-4c56-aaf3-87ae5561509e";"EAID_10AE8788_4EA4_4f44_BA5D_96DC180DBA48";"specialization-relationship";"generalization";"";"";"";"";"e963434a-50be-4619-b041-58689adc00de";"EAID_BBCF9DBE_70AD_431c_B698_7F0D69D07050";"9d218c7e-64e5-45e1-9bac-ec9f27d50fe3";"EAID_71A5C565_C2CC_495f_910A_76C199C6AF0E";"09072026-00:43:48"
"87";"";"";"46e44335-2094-4670-8370-91ba121f66a6";"EAID_DF9C3B5F_5A7B_43e8_A620_3E8B9CB3CE1E";"specialization-relationship";"generalization";"";"";"";"";"36e81522-45dc-4859-a86a-92f9d1d879ba";"EAID_3BBB3264_592A_4d8c_A741_C2A3C38E3932";"cd27cd50-1721-4870-a292-ea0f24d1ada4";"EAID_9F4E12E4_B228_4931_AC83_1B1F60958A89";"09072026-00:43:48"
"88";"";"";"3e2cfa5f-db0f-4f32-96c1-8ae996249ecc";"EAID_623D1015_E0FF_4858_80FB_BDBF4B8EFF46";"specialization-relationship";"generalization";"";"";"";"";"06763d17-6faa-4c48-b068-e781b72993e0";"EAID_90E24064_EBB7_4ffc_9640_F7C31678899F";"25088983-e263-4879-8cbb-b699218df32c";"EAID_EA2D32A2_5ED5_45c8_AC33_57C35981B3BC";"09072026-00:43:48"
"89";"";"";"ae864424-f67b-4682-834e-aa810cec6b83";"EAID_9D7F10C6_C706_4e62_875C_6FF5ECF460E8";"specialization-relationship";"generalization";"";"";"";"";"02f467d4-ebca-47cc-9a06-ed4d635d4462";"EAID_576642BA_9AF9_42fc_831A_F9D3138F20FC";"cad45b80-14d3-4a0c-a906-0c1614dc9570";"EAID_9DF5AC43_3673_4b9a_BB5E_6DCA7BE28835";"09072026-00:43:48"
"90";"";"";"c7e6fc36-78bd-41ea-bfad-51d07fc52b4f";"EAID_390CE5AC_9D1B_4dc6_A047_A464FDADFB84";"specialization-relationship";"generalization";"";"";"";"";"f4766721-5a96-40f7-8441-9f21f18a9167";"EAID_E46CB962_A2BC_4656_A0C1_D7DBCCA0C528";"021bf2ce-98b1-4ca5-8785-4cc902b98f10";"EAID_FF566C6B_077B_4914_8AF7_40EB1EDD388A";"09072026-00:43:48"
"91";"";"";"2a5e58e1-e80f-445a-a26b-67946e566f44";"EAID_BC9D9001_3F43_4652_BF4E_A4261D11DC50";"specialization-relationship";"generalization";"";"";"";"";"40c57f7c-2356-4c05-b22d-a2a8466dfebd";"EAID_68C42EEA_6985_483e_99E6_E0F1FB71D622";"cad45b80-14d3-4a0c-a906-0c1614dc9570";"EAID_9DF5AC43_3673_4b9a_BB5E_6DCA7BE28835";"09072026-00:43:48"
"92";"";"";"ef5485fe-3eb4-479b-8e69-e0064daad45b";"EAID_E51FCBB9_D6DB_449c_B425_CFC01AE8C74E";"specialization-relationship";"generalization";"";"";"";"";"baedc106-49fc-4fdc-9af2-cd5116319468";"EAID_C73389B7_7BCD_4496_888B_6ABEE9DE01FB";"cad45b80-14d3-4a0c-a906-0c1614dc9570";"EAID_9DF5AC43_3673_4b9a_BB5E_6DCA7BE28835";"09072026-00:43:48"
"93";"";"";"28fddb57-72f6-42f8-94fe-8a9e5f5d9259";"EAID_9E3CADC4_EB76_4095_A1D4_361657422432";"specialization-relationship";"generalization";"";"";"";"";"9a4512b0-6081-4f32-bec9-8f2b62e62761";"EAID_E5566AF6_3D43_4b2f_B658_F67F6C1C511D";"6cc6afe6-e4c6-4e2b-a359-f278b23700db";"EAID_16EB3936_03CB_4854_9CD8_9F0911EEA51B";"09072026-00:43:48"
"94";"";"";"";"EAID_D01422E2_9ABA_4fb8_923A_A2D687CC56EB";"association-relationship";"association";"";"";"";"";"";"EAID_0C8A7D1C_78AB_4041_B809_4E623B151AF8";"";"EAID_BADEA7EB_6D8A_4897_8652_562D161CB303";"09072026-00:43:48"
"95";"";"";"";"EAID_6E1A183C_02AD_47e9_B44C_F637B56A6BF9";"association-relationship";"association";"";"";"";"";"";"EAID_D41DFD6D_FEF0_4180_8ED2_9A95418AA939";"";"EAID_B20318D0_EB2F_4ba1_B2BE_2BDDD4846143";"09072026-00:43:48"
"96";"";"";"db9a18b8-eaa6-4e86-8593-9a092a74c361";"EAID_0D3EE350_90B3_41f5_B256_C15AA6192205";"specialization-relationship";"generalization";"";"";"";"";"cda4149f-f0a0-44d9-b893-25bcce04d20d";"EAID_6508657D_7C3F_4261_B647_5D3B077A20F9";"a7a350a2-a9aa-4437-b67b-016fec0d048d";"EAID_BE5E10D0_FD83_4b0a_B5D2_4A7EE6B9C53B";"09072026-00:43:48"
"97";"";"";"97e0507f-9b98-4373-8553-9be23eaea1f9";"EAID_C9BFBD40_0BE4_4607_9509_98244DB5DE36";"specialization-relationship";"generalization";"";"";"";"";"ca9df4ee-92e1-4c24-ace3-467d146a320e";"EAID_FE1A2EF2_44FA_46fa_A583_7BAB858E17FD";"a7a350a2-a9aa-4437-b67b-016fec0d048d";"EAID_BE5E10D0_FD83_4b0a_B5D2_4A7EE6B9C53B";"09072026-00:43:48"
"98";"";"";"e73ca771-3fc4-414e-bfb2-5a030b8ef4af";"EAID_D1E2A784_6163_4a1f_87BA_6BE650606078";"specialization-relationship";"generalization";"";"";"";"";"59d3efaa-a05f-477a-a271-49bac323939f";"EAID_852AD372_B353_49c2_A4E7_F87D8AA96AD7";"6eaed538-bcc5-4648-b0f2-4c5095b9f514";"EAID_3D5CCB29_91E4_458e_8BCD_6741198E45B8";"09072026-00:43:48"
"99";"";"";"5c20902a-c107-4171-aaba-f72a58ecdeb9";"EAID_9EEE5F0F_F0F9_4cc2_B73E_7B2DD855E6C5";"specialization-relationship";"generalization";"";"";"";"";"3545eb93-e19a-4b1f-b3f2-03b79b30b200";"EAID_BE7C28C6_0922_4c6a_A953_3D598D991AB5";"f14fa1cf-f2c7-4bd6-862d-28ff1616a882";"EAID_8E6BAEF8_1878_400f_9244_23575BD41EAB";"09072026-00:43:48"
"100";"";"";"aab8994d-6e72-4724-9e2b-2c92f86039ab";"EAID_486398C8_20C1_48d7_8475_A5BE1C06DB0D";"association-relationship";"association";"";"";"";"";"7c5fd54e-88dd-4738-95ec-5164d6c6af35";"EAID_EC0FB9CB_B407_49b4_8FCF_8837E7A72DA9";"3545eb93-e19a-4b1f-b3f2-03b79b30b200";"EAID_BE7C28C6_0922_4c6a_A953_3D598D991AB5";"09072026-00:43:48"
"101";"";"";"";"EAID_0CEC8537_F433_4820_9751_314BF07A728F";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_0FA25A4F_DF7F_4feb_9460_19D054E874F8";"f14fa1cf-f2c7-4bd6-862d-28ff1616a882";"EAID_8E6BAEF8_1878_400f_9244_23575BD41EAB";"09072026-00:43:48"
"102";"";"";"144fdade-9c7a-4b90-8ea8-db7dbb6bd916";"EAID_0607E9E7_5520_4f88_A75B_C39FA879B947";"association-relationship";"association";"";"";"";"";"c481e8b8-f7d7-4979-b767-ebf2a9b04712";"EAID_71D7E96D_641A_4b6a_A325_DED07C3B5836";"2a859087-fe7f-412a-b057-bf1e3f249a4c";"EAID_DAF09055_A5A6_4ff4_A158_21B20567B296";"09072026-00:43:48"
"103";"";"";"2ad46306-cf8b-47fd-9b53-ca82cd5fd202";"EAID_624544D9_080C_43d0_8CE8_2FF792248E35";"association-relationship";"association";"";"";"";"";"7c5fd54e-88dd-4738-95ec-5164d6c6af35";"EAID_EC0FB9CB_B407_49b4_8FCF_8837E7A72DA9";"38610e76-2c3e-429a-b30b-1fd21f05c8fc";"EAID_975C3DA3_930A_49d8_B54F_2A560DC2AD5A";"09072026-00:43:48"
"104";"";"";"2bb41f94-9ca8-4928-81be-b0254f24db3b";"EAID_64F4A773_5E68_4ae8_8065_4E814C9663A0";"specialization-relationship";"generalization";"";"";"";"";"7c5fd54e-88dd-4738-95ec-5164d6c6af35";"EAID_EC0FB9CB_B407_49b4_8FCF_8837E7A72DA9";"ede48ca8-4854-44b2-b549-0827bebf56ab";"EAID_A91E9C27_C4FA_4e1b_A4FF_8AE74ED9B7EB";"09072026-00:43:48"
"105";"";"";"";"EAID_C1877738_BECA_476e_8906_4DB092D0D0E1";"association-relationship";"association";"";"";"";"";"";"EAID_63D30089_AD78_4c29_9D17_160FE4A242E8";"";"EAID_951AC549_985D_4bdb_BEE0_65AD3C1ED9E2";"09072026-00:43:48"
"106";"";"";"";"EAID_CA8768E8_ADE1_4199_B1F9_2A97D5273306";"association-relationship";"association";"";"";"";"";"3991c605-2abb-4185-b7ce-1adf5966e3c7";"EAID_598F7015_C6B5_4eed_80A6_139B62324678";"";"EAID_45BB12F8_C796_43aa_A4D0_FDC724601EB9";"09072026-00:43:48"
"107";"";"";"e5095095-93c7-4bef-8681-be6c96a4c2d7";"EAID_E86953B8_2000_47ce_B010_617922D06209";"specialization-relationship";"generalization";"";"";"";"";"3991c605-2abb-4185-b7ce-1adf5966e3c7";"EAID_598F7015_C6B5_4eed_80A6_139B62324678";"b0cd75ba-28f2-4950-bb79-6ceb662eb6fa";"EAID_EE5472C2_193E_4432_B175_78D6DF1D357B";"09072026-00:43:48"
"108";"";"";"";"EAID_07D6B7FF_09FC_4f30_B4CF_85EE247E38B9";"association-relationship";"association";"";"";"";"";"";"EAID_D41DCE2D_4AD5_45b8_9527_EC416F4A4CC7";"ccce5500-2140-4928-9716-0132a31e9686";"EAID_DCE46ABA_613D_4204_86F4_35F517FF680F";"09072026-00:43:48"
"109";"";"";"";"EAID_BD79AE98_4F00_4a06_9568_5A40F7D55F63";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_526489DC_4D57_4e6d_8338_5F7C898162F6";"b0cd75ba-28f2-4950-bb79-6ceb662eb6fa";"EAID_EE5472C2_193E_4432_B175_78D6DF1D357B";"09072026-00:43:48"
"110";"";"";"a08400d6-6634-468d-bc95-c95deaddeb76";"EAID_02A0FDF0_2C0C_4282_B6DE_64C7B857BEBE";"specialization-relationship";"generalization";"";"";"";"";"b0cd75ba-28f2-4950-bb79-6ceb662eb6fa";"EAID_EE5472C2_193E_4432_B175_78D6DF1D357B";"c232f5e4-e589-4c91-9bf2-5649f41a10f0";"EAID_3BBDD95F_6586_4591_BBD0_D04D1CF2801E";"09072026-00:43:48"
"111";"";"";"6ece4a65-613c-4db9-a169-8de819ee0be8";"EAID_A2F928D0_04AB_483b_AFA1_045AE421EF32";"specialization-relationship";"generalization";"";"";"";"";"c232f5e4-e589-4c91-9bf2-5649f41a10f0";"EAID_3BBDD95F_6586_4591_BBD0_D04D1CF2801E";"cd27cd50-1721-4870-a292-ea0f24d1ada4";"EAID_9F4E12E4_B228_4931_AC83_1B1F60958A89";"09072026-00:43:48"
"112";"";"";"";"EAID_DD6C1686_A422_41a2_879B_8F6B2D191A23";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_1F9DBD7C_EBF3_41c8_8F00_2F6169FE107C";"";"EAID_2D94CF02_97C5_4621_B225_EA742445A235";"09072026-00:43:48"
"113";"";"";"";"EAID_E172FA03_7A24_4ee6_A477_56CC1175477B";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_B852AF03_A5E0_4148_AFC1_108509FF8BBD";"f14fa1cf-f2c7-4bd6-862d-28ff1616a882";"EAID_8E6BAEF8_1878_400f_9244_23575BD41EAB";"09072026-00:43:48"
"114";"";"";"";"EAID_8EFFB2D8_4BB9_4625_B7B3_21050514DB88";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_DCDAD212_479E_4fc3_B886_585AE57D8C21";"cad45b80-14d3-4a0c-a906-0c1614dc9570";"EAID_9DF5AC43_3673_4b9a_BB5E_6DCA7BE28835";"09072026-00:43:48"
"115";"";"";"";"EAID_3BFB980D_EC95_4a20_A2E7_D465BC895BB7";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_A947042E_7CA6_44f8_902A_1C1185A391F6";"6eaed538-bcc5-4648-b0f2-4c5095b9f514";"EAID_3D5CCB29_91E4_458e_8BCD_6741198E45B8";"09072026-00:43:48"
"116";"";"";"";"EAID_9769C85C_A134_467c_90A1_8131814AB300";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_3643CF44_EFAA_4939_9AEB_ACA8D8EE11F9";"cad45b80-14d3-4a0c-a906-0c1614dc9570";"EAID_9DF5AC43_3673_4b9a_BB5E_6DCA7BE28835";"09072026-00:43:48"
"117";"";"";"";"EAID_DAB43642_F4F5_4206_8968_5FA75E058FA8";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_1AA67F0D_3B94_48a3_A037_A2ACC6D61CF0";"7d5124d4-f23d-432d-ad5a-dc7c1b0fac44";"EAID_649EFD86_ED52_4293_8577_DBE5445845BF";"09072026-00:43:48"
"118";"";"";"56f9305d-2e68-4c24-8386-01bafc980ff1";"EAID_2FA19730_1203_4c67_9D5D_C88542BBE20E";"specialization-relationship";"generalization";"";"";"";"";"2a859087-fe7f-412a-b057-bf1e3f249a4c";"EAID_DAF09055_A5A6_4ff4_A158_21B20567B296";"e1371e07-969e-4a34-be81-0a23ffd541dd";"EAID_AF9534B0_7CBD_4061_9276_A7B6698B383A";"09072026-00:43:48"
"119";"";"";"";"EAID_4458A527_EEE8_48eb_B246_AF004030273D";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_24A45AF2_13FF_491d_9E3D_F8D8113F28E1";"2a859087-fe7f-412a-b057-bf1e3f249a4c";"EAID_DAF09055_A5A6_4ff4_A158_21B20567B296";"09072026-00:43:48"
"120";"";"";"ec919182-7b12-4e44-ab42-8d37f92f56ab";"EAID_2BFAB377_981B_496f_B2DC_172D433D4761";"specialization-relationship";"generalization";"";"";"";"";"17a0d019-c25e-4bba-ae64-f381da597376";"EAID_276E1BF9_E902_4303_A9E7_048627E0DC84";"6cc6afe6-e4c6-4e2b-a359-f278b23700db";"EAID_16EB3936_03CB_4854_9CD8_9F0911EEA51B";"09072026-00:43:48"
"121";"";"";"";"EAID_B9A20B90_4B19_455d_BC59_6059E161B6C4";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_51A266C7_3BDA_457c_9A32_CD1B166CA5BF";"cad45b80-14d3-4a0c-a906-0c1614dc9570";"EAID_9DF5AC43_3673_4b9a_BB5E_6DCA7BE28835";"09072026-00:43:48"
"122";"";"";"ffaafacb-9aa0-4412-acc2-a5019b3dc17c";"EAID_C94561A7_B0DC_41cc_9975_43F847A7DE50";"specialization-relationship";"generalization";"";"";"";"";"5011fe69-8832-47f9-9ba5-c68d53a95ecd";"EAID_3DF01B79_6712_473e_9878_594CB5AE95A7";"cd27cd50-1721-4870-a292-ea0f24d1ada4";"EAID_9F4E12E4_B228_4931_AC83_1B1F60958A89";"09072026-00:43:48"
"123";"";"";"";"EAID_86D90F6C_C99A_4252_A06A_DA7740A9DD7E";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_D985F79E_8616_4144_9071_238FB9240B85";"";"EAID_F0C047DA_725B_486b_9FF3_EB60662C1895";"09072026-00:43:48"
"124";"";"";"346c6780-c6bd-4943-bdd5-e32e0baf9102";"EAID_C07BC087_AB8A_46f4_81C6_255300BCD9DF";"specialization-relationship";"generalization";"";"";"";"";"e1029618-919b-4889-9989-e7f6ca9a16ea";"EAID_8A02DCF5_E568_4d45_96A2_FD4FB53F414C";"f14fa1cf-f2c7-4bd6-862d-28ff1616a882";"EAID_8E6BAEF8_1878_400f_9244_23575BD41EAB";"09072026-00:43:48"
"125";"";"";"";"EAID_1a54ab9a_8daa_4a58_bf26_0e5416696699";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_401EC4C0_809B_48F0_9646_0F646A8F1AE";"1208ebe7-a18a-40fc-bb6e-87dd2dd7de2a";"EAID_B7168388_9EB9_4C95_B35E_1BA2660849E";"09072026-00:43:48"
"126";"";"";"";"EAID_f652de51_bf00_4aba_be13_2110a49ae33d";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_58EF1415_6ACB_412B_9C3E_E390BB2AE3B";"10c774ed-95dc-4186-b425-c19c187b90ff";"EAID_6B54FE2F_9897_47DA_863C_5A931E89B2D";"09072026-00:43:48"
"127";"";"";"7900547a-d2e1-484a-ad4c-31ca1262d27f";"EAID_61a45373_4cb8_4c9b_a218_c5df25e03d15";"specialization-relationship";"generalization";"";"";"";"";"10c774ed-95dc-4186-b425-c19c187b90ff";"EAID_6B54FE2F_9897_47DA_863C_5A931E89B2D";"7866576d-8cb5-495b-a2f4-2b56393ee7b5";"EAID_E060DC30_E4F2_4794_A16E_7207032E250";"09072026-00:43:48"
"128";"";"";"";"EAID_f26b5684_25ad_4b82_910c_3d59d130809c";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_83F95133_4D59_4B1F_B5DD_6055DA2C007";"7b309467-9314-472e-a8ec-f4d44da63412";"EAID_61526934_9D0C_4A07_8C5D_17F60E1A467";"09072026-00:43:48"
"129";"";"";"c38607ae-ea72-495a-998a-a6614855b5e5";"EAID_0b8c2149_7bf5_4e14_b509_78dc8cfe1408";"specialization-relationship";"generalization";"";"";"";"";"9f85d08b-b58f-45eb-ac71-73c808847702";"EAID_E9091F41_09F6_42D6_9295_8FE1CA54198";"7866576d-8cb5-495b-a2f4-2b56393ee7b5";"EAID_E060DC30_E4F2_4794_A16E_7207032E250";"09072026-00:43:48"
"130";"";"";"c3e01993-382f-4f54-9e42-5fcd64fa73e4";"EAID_0e5dcc4b_3a6f_4d4a_98d2_ee6642cd938c";"specialization-relationship";"generalization";"";"";"";"";"cd399834-5112-4db5-9f37-9af4f8b3ed4e";"EAID_6B8DBBFB_03D7_4FD7_BBAB_3E7FBE60D97";"7866576d-8cb5-495b-a2f4-2b56393ee7b5";"EAID_E060DC30_E4F2_4794_A16E_7207032E250";"09072026-00:43:48"
"131";"";"";"7838e2e9-bfd0-4cb9-938e-ec485520d063";"EAID_0f886eb8_3966_4355_b3e7_539252e3ff8d";"specialization-relationship";"generalization";"";"";"";"";"3be27f41-71be-42dd-8af2-51c724238dc3";"EAID_81CBE022_0D94_4377_82CA_3AA12937FE8";"7866576d-8cb5-495b-a2f4-2b56393ee7b5";"EAID_E060DC30_E4F2_4794_A16E_7207032E250";"09072026-00:43:48"
